,OrderID,CustomerID,ProductID,ProductName,Category,Price,Quantity,OrderDate,DeliveryDate,PaymentMethod
642,12d89300-c1e0-4b57-854b-c51eac161ca6,094940b8-139b-4616-b569-e9cc7ad894a2,INST-00002,Drum,Instruments,1000.0,3.0,3/19/2023,3/21/2023,PayPal
644,82df8c35-b7ae-41ec-bfd2-3005ac4523d0,daaa592c-b0d8-40ae-aa73-b5af7af8dd31,CLOT-00001,Jacket,Clothes,100.0,8.0,11/5/2023,11/9/2023,Cash
645,393823ec-25fb-434f-841b-61748a1b269b,2fa30061-d845-4754-9908-cbe1ce544acd,APPL-00002,Table,Appliances,200.0,9.0,11/7/2023,11/15/2023,Cash
646,8c661854-03f6-458e-83cc-aaa18937d07f,2a18e69a-9fef-4dae-b265-1ecc0ae5088e,APPL-00006,Stool,Appliances,30.0,1.0,12/11/2021,12/14/2021,PayPal
647,85946c3f-a136-4ec5-9e94-25d5ac5d3f94,c53b6d1a-536b-4473-81cf-d0810fd9ef9d,INST-00003,Bass,Instruments,600.0,10.0,11/4/2020,11/8/2020,Credit Card
650,76b315ef-d6e4-4adf-90d3-8e1a4c101d78,7f454fe5-1a29-4cc8-b2ce-9f2c887fbd2f,APPL-00012,Freezer,Appliances,800.0,3.0,8/5/2023,8/5/2023,Unknown
651,b643fdd9-2141-4513-b566-4c7bc14a84ba,39b45982-621f-4b14-9d41-2a1d5dc82dee,ELEC-00005,Tablet B,Electronics,800.0,1.0,10/13/2021,10/22/2021,PayPal
652,aa93532a-c4b2-44c1-820d-7bcef97ed8d4,ef1097b4-7052-4663-bd07-dc40ae0dba69,CLOT-00003,Shirt,Clothes,30.0,9.0,3/25/2022,4/3/2022,PayPal
653,00250309-78aa-437f-8fa0-fd3fd9bd6080,559f5dc9-3b05-432b-ad47-f6f668db485d,ELEC-00002,Laptop A,Electronics,1000.0,3.0,11/17/2022,11/19/2022,Cash
654,e3d482b4-9596-48d5-83c4-e9c894504a7e,cec59c68-4e7b-4b6f-9161-c2513f110802,INST-00001,Guitar,Instruments,500.0,8.0,10/10/2022,10/16/2022,PayPal
656,b6f975f0-2365-4c04-8fec-6a6add16bdc7,9c4450db-1270-4587-8cbd-f7703ffdbb7f,CLOT-00003,Shirt,Clothes,30.0,5.0,2/10/2020,2/13/2020,Credit Card
659,c722f0b3-a293-417a-b066-b3a4c5a7a174,90b3e5c0-ceff-4a14-8e61-d4b09148819a,INST-00001,Guitar,Instruments,500.0,5.0,5/22/2020,5/24/2020,Cash
661,6747af36-ccaa-451b-86dc-6044fed67b23,5dc2ec8a-0e4f-47b8-a4c9-4b28f4a29c5e,CLOT-00002,Skirt,Clothes,50.0,1.0,1/10/2023,1/12/2023,PayPal
666,59063d36-de14-4de0-bfd3-c34c474da5e3,6b091da2-51e5-40cf-be50-3863634a0b15,APPL-00010,AC,Appliances,800.0,4.0,2/7/2022,2/10/2022,Cash
667,2409d643-644d-48c1-b3f6-4a62ff5d8d1f,e94ea841-6750-4b71-93aa-451b23b39af3,ELEC-00003,Laptop B,Electronics,2000.0,1.0,12/3/2020,12/6/2020,Cash
668,6c1d4dc7-cfd9-4bb4-8370-5309cccf92a0,003e524c-1457-44d2-9b21-6efc1e649793,INST-00005,Piano,Instruments,5000.0,2.0,10/26/2020,10/31/2020,Credit Card
671,d1111e8d-d975-4a8e-9717-446a9a374d3d,4ce21714-fb6b-4390-b6d6-aa8b61422699,APPL-00002,Table,Appliances,200.0,10.0,7/20/2023,7/22/2023,Credit Card
673,92f537e1-fa97-4bd3-a61f-0d5d5e6f0b28,0c7497b8-8f08-4fd6-b298-9b27514d719b,CLOT-00005,Pants,Clothes,60.0,2.0,8/26/2021,8/31/2021,Cash
674,f23b10e5-6f33-4326-be7e-d0fdce33119d,909a95e6-c905-461b-a587-e2ae460d09ac,INST-00001,Guitar,Instruments,500.0,4.0,4/17/2022,4/22/2022,Credit Card
679,a6998312-39c1-49d7-a7ab-162ebaa7dc00,76a127d8-1b30-4cb6-beb1-5e5d2b54d4b8,APPL-00005,Rack,Appliances,50.0,2.0,1/17/2021,1/18/2021,PayPal
680,96323516-3f28-4412-8222-a9cdad42f783,c4708692-efdf-4e9d-8d4c-2b099b21baa2,CLOT-00004,T-Shirt,Clothes,20.0,4.0,1/19/2023,1/23/2023,PayPal
681,90bfd9df-5bbf-47cb-b6ac-5df001abd02c,908ae679-2c61-467d-93e0-751e892e56c2,ELEC-00002,Laptop A,Electronics,1000.0,9.0,4/3/2020,4/5/2020,Cash
682,111dcb9c-43a5-4073-a382-30fc3c14d177,c57e0ac2-cdf7-49f8-bd46-ddaeff677fae,INST-00005,Piano,Instruments,5000.0,9.0,2/27/2021,3/3/2021,Credit Card
683,edb56c24-07cd-4a58-974e-401aa18a17ec,f790f302-a1df-48d7-802e-10ce8a252af7,APPL-00007,Bench,Appliances,150.0,6.0,7/16/2020,7/24/2020,Cash
684,d802d19e-b3af-4a96-854a-f5bd050516b4,f2ab1c61-44dd-4e52-a82f-d853644fa147,CLOT-00005,Pants,Clothes,60.0,8.0,10/23/2020,10/30/2020,Cash
685,f64d1529-f633-4154-b3aa-38d924f9acb4,237def2e-cf9b-40ab-823a-dbd42881a0b6,APPL-00010,AC,Appliances,800.0,6.0,8/8/2021,8/16/2021,Credit Card
686,c543f91f-4f22-4a35-b093-5c128d08bff7,f3bf2aeb-7785-49ab-9c95-cc4e2d711076,ELEC-00001,Phone X,Electronics,800.0,2.0,12/1/2022,12/10/2022,Cash
687,7d78b89b-8e6d-48f7-ae10-62b8c3738e33,e2576f33-0ca8-4747-a81c-c2d6315d7334,APPL-00001,Chair,Appliances,50.0,1.0,2/16/2023,2/23/2023,PayPal
688,183ad19b-fd01-4681-8fa9-38a7a89db176,07708528-1ff3-4511-b37b-a681fb571ed2,APPL-00007,Bench,Appliances,150.0,4.0,6/10/2021,6/14/2021,Credit Card
690,b421becb-5e07-496b-8512-621442272b44,c9e2b11e-53bd-49b6-9047-1ebc922daa50,INST-00003,Bass,Instruments,600.0,4.0,1/28/2022,2/1/2022,PayPal
691,b2dd7ff8-142c-42d3-a61f-562cc3477079,c81c804d-9092-44d6-94ff-1db19ac72e7c,INST-00005,Piano,Instruments,5000.0,9.0,5/29/2022,6/1/2022,Credit Card
692,4ac50cb4-6942-42d7-8a2c-523540bc9722,cf343378-2255-4986-8f6c-d4f97dad9575,CLOT-00005,Pants,Clothes,60.0,4.0,6/17/2022,6/22/2022,Credit Card
695,8db32195-bcc5-4969-a114-ab7ac9cbcb60,5d937784-a979-42db-99a3-e3f747a96016,INST-00005,Piano,Instruments,5000.0,1.0,2/10/2023,2/14/2023,Cash
696,789fa294-18e9-4bbf-a5e0-0dea51898b01,1922205a-d993-46a2-87f6-671a430292b7,CLOT-00001,Jacket,Clothes,100.0,4.0,6/1/2020,6/10/2020,Unknown
697,4edc3fb6-3c8e-4f4f-9105-2692c6c8c309,2ca321d4-cad6-4a4b-81bb-226140d13da1,APPL-00010,AC,Appliances,800.0,7.0,9/6/2021,9/11/2021,Cash
698,67f2e71e-40b3-4d7d-ac28-11573e443f74,78195c52-326b-4bb7-b68f-a7a577dfe52b,APPL-00004,Shelves,Appliances,100.0,10.0,12/22/2021,12/31/2021,Credit Card
700,1d990893-76ec-43bb-8fd0-a6f035300920,f79adaf1-3014-4ea4-ba21-e05d04a48e0c,APPL-00009,Fridge,Appliances,1000.0,9.0,8/12/2023,8/14/2023,Credit Card
701,341d2a85-f239-44b2-8b83-b534742cca92,1c8a8549-f8a7-4fa9-a896-ebd92c17513b,APPL-00002,Table,Appliances,200.0,8.0,8/8/2023,8/8/2023,Cash
702,3ab1afc0-a58a-4812-a8f4-29d2ef784f68,352fd8e0-d940-40a3-af5c-930a99101c0d,APPL-00003,Wardrobe,Appliances,500.0,10.0,1/6/2020,1/8/2020,Cash
703,d52e9293-4329-4158-a2e3-71eb53b01351,913525e2-7d74-41a9-a796-272531a0caf7,INST-00004,Flute,Instruments,100.0,9.0,1/1/2020,1/10/2020,Unknown
704,e152e750-4000-48cf-aedd-9936f9450522,2cee77e2-2249-4a87-a553-60e0512db078,APPL-00010,AC,Appliances,800.0,3.0,3/6/2021,3/10/2021,PayPal
706,7de1fda3-d26e-4a86-a5ec-83d6266b9eba,5321d6f8-8cfe-481f-84dd-c391babef1fa,APPL-00002,Table,Appliances,200.0,9.0,11/10/2023,11/15/2023,Cash
708,a59dcf9a-d64d-4de3-bee9-de07714e9dfb,cee165ca-95fe-43fc-8452-27fd49f15468,APPL-00002,Table,Appliances,200.0,8.0,8/19/2021,8/28/2021,Credit Card
712,756db438-3c31-459e-9891-979666ea8d74,4b84631c-710a-4def-9b36-50c5794cadad,CLOT-00002,Skirt,Clothes,50.0,7.0,4/29/2022,5/3/2022,Cash
713,eb3a0fd9-dedb-41a3-b472-c42d9ba50221,366e0f22-1e04-41bc-a501-e2dc17fee3fb,INST-00003,Bass,Instruments,600.0,2.0,5/25/2020,5/31/2020,PayPal
714,e6a1bedd-1bcd-4096-ba72-7e239063e851,78269afc-ec12-4a3a-aa2d-dd857dee0ab6,INST-00003,Bass,Instruments,600.0,2.0,1/28/2022,2/6/2022,Credit Card
717,28f0d57d-7d57-4986-a452-02ea24c23d82,9908745c-32a0-439e-baef-e4294d2992a4,CLOT-00004,T-Shirt,Clothes,20.0,8.0,10/26/2021,10/27/2021,PayPal
718,7976a39f-a476-477a-8b12-d0afe0114059,3252ad52-bdd2-4fea-bd0d-4039c06972dc,ELEC-00004,Tablet A,Electronics,400.0,7.0,10/28/2022,10/29/2022,Credit Card
722,88d230ad-d88b-410c-bacb-66461fd04ae6,4ebd5973-7467-4381-bcbc-7b09e809afe8,ELEC-00001,Phone X,Electronics,800.0,7.0,11/9/2021,11/11/2021,PayPal
723,9e32f193-b44e-47e3-b12d-3837d76c4a22,24efb1ba-1499-414b-ac22-4605b73c5786,APPL-00007,Bench,Appliances,150.0,7.0,8/20/2020,8/29/2020,Cash
724,8b635401-42bd-4996-80c1-6391a35d9475,8019ff81-743f-44b5-9bc7-60fc3b9c3c39,APPL-00002,Table,Appliances,200.0,7.0,11/18/2020,11/21/2020,Credit Card
726,aa3c5a8e-b8df-40c5-af8b-68cbcb2138be,e30c6816-5570-443b-ab61-056562e7c78a,APPL-00007,Bench,Appliances,150.0,4.0,12/29/2021,1/5/2022,Credit Card
729,39c3a64d-72a4-4c3d-b665-5da6de6317b4,50aa27f8-1410-416e-a24e-1ddeb9ececd3,APPL-00008,TV,Appliances,1000.0,1.0,8/7/2020,8/15/2020,Credit Card
731,651e2eb6-e75c-4059-a5af-f99ccd57d885,0c4f246a-18e1-4210-94ac-e9349526bd33,APPL-00006,Stool,Appliances,30.0,9.0,10/11/2020,10/15/2020,Cash
734,8487f30c-a081-4c93-b9bb-75ecd9bb639c,924bf265-ccce-43ad-994f-90ebf219edbb,ELEC-00003,Laptop B,Electronics,2000.0,9.0,6/30/2023,7/9/2023,Cash
737,14552b3e-7741-41c9-bb21-529a025771b7,d6fed188-5579-4f9d-a426-39773b0e1f32,ELEC-00004,Tablet A,Electronics,400.0,10.0,10/14/2021,10/20/2021,PayPal
738,f46c5855-e861-46f7-9663-068051a508a3,f2fb0710-7d76-45c0-bfb5-eb4d72f49670,CLOT-00003,Shirt,Clothes,30.0,2.0,4/19/2023,4/28/2023,Unknown
739,2e39d821-3fa8-4518-9090-17e3b3f6abd0,4b6a75eb-53e6-46f7-a216-420357eb7e2f,APPL-00009,Fridge,Appliances,1000.0,3.0,6/12/2020,6/20/2020,PayPal
740,7b41177a-88ce-4357-aea8-c1ae0817bb3c,e6f6482b-5197-4561-a3ed-10df002f8b66,ELEC-00003,Laptop B,Electronics,2000.0,9.0,3/25/2023,3/25/2023,Unknown
743,e4d33159-7635-4a9e-b510-87634fbd185a,0d5f98df-14d8-485c-b34b-11df25abd7d0,CLOT-00002,Skirt,Clothes,50.0,3.0,8/11/2023,8/11/2023,Cash
744,8bae3267-03dd-415a-8350-012a841670d2,7c9a32aa-0f7c-49b2-af73-acce5ccd8170,APPL-00011,Microwave,Appliances,200.0,10.0,6/24/2021,6/25/2021,PayPal
745,e1f6f4bd-f2de-46bf-bb75-a9c6ff6fae16,b1c840dc-7db6-4c46-9c23-5f2ec5cfb860,ELEC-00005,Tablet B,Electronics,800.0,3.0,12/8/2021,12/17/2021,Cash
748,17987772-e786-4bda-bfa9-bbdca31736ad,2db2f48e-d25e-4107-8abb-847f80f7daa6,ELEC-00004,Tablet A,Electronics,400.0,3.0,4/5/2022,4/8/2022,PayPal
750,a20ad024-4c5a-4cb3-9ee3-995d86493f78,761fb705-57c4-4c0d-a9e0-61f8763c2a7a,ELEC-00002,Laptop A,Electronics,1000.0,4.0,11/18/2020,11/27/2020,Credit Card
752,24c08b0d-aa88-447d-9e13-ddf2510d59af,ceae6228-a150-473a-a6c3-9a6af2d0667d,APPL-00001,Chair,Appliances,50.0,3.0,5/16/2021,5/18/2021,Unknown
754,52fa3827-2cd3-458d-a23c-d252fdf87ec7,c4e60897-52ee-4082-9e99-e91e400920d9,INST-00004,Flute,Instruments,100.0,10.0,3/22/2023,3/31/2023,Cash
755,b0f91371-2a94-46b9-b030-3b6ed171ec27,5e36d930-e05d-4fed-afe9-d2673712c072,CLOT-00002,Skirt,Clothes,50.0,8.0,5/12/2021,5/18/2021,Credit Card
758,2c755abd-74ca-4cfe-8836-410c1c6b9b89,168d5dd0-ebb7-467f-a4f4-1edfbcc72377,INST-00002,Drum,Instruments,1000.0,9.0,10/23/2023,10/25/2023,PayPal
759,e7781043-264f-409b-b16f-780f37ce2c69,1975d8b5-9a5a-4558-b54c-f3e2914357bf,INST-00005,Piano,Instruments,5000.0,5.0,1/9/2021,1/18/2021,Cash
760,3018f5ee-3900-4135-a2f8-1949f39f57f5,f45c313f-6dcf-425a-9819-7a2b55de57a4,INST-00002,Drum,Instruments,1000.0,7.0,11/26/2023,12/2/2023,Credit Card
761,06a715b9-c69f-4999-ab09-2156704bdaca,9463182f-ac53-449b-b920-c25cff051fcf,CLOT-00004,T-Shirt,Clothes,20.0,8.0,1/27/2020,1/29/2020,Cash
765,4a30fb08-d916-42b2-b2c4-dbe2bdaa2c47,eb37a408-0436-4d87-b6b9-d6b9d373f8ef,APPL-00009,Fridge,Appliances,1000.0,1.0,7/2/2020,7/2/2020,Credit Card
766,56105a71-506e-4a33-9638-cc445d7c30db,234aa28e-074d-446e-b255-e0708f901072,CLOT-00003,Shirt,Clothes,30.0,5.0,6/15/2022,6/15/2022,Credit Card
767,82123791-e55c-4664-8bf3-2b774dd31e9a,928ea2a5-8acc-47e0-9e2f-db0c493eb6fb,APPL-00010,AC,Appliances,800.0,3.0,3/18/2023,3/22/2023,PayPal
768,e6b605bb-0cf7-4057-a5c3-880d38e7b5b7,3b4e898b-6307-4541-8597-5486a7aa2c4c,INST-00002,Drum,Instruments,1000.0,10.0,9/22/2020,9/23/2020,Cash
769,7042223f-893c-4d2b-85e1-20739aca75be,1766d1b1-705b-429e-8ef9-d145066c9fdf,CLOT-00003,Shirt,Clothes,30.0,6.0,10/3/2023,10/9/2023,Unknown
770,f76a6189-56c6-451c-9704-76500de2ecb7,28e4f822-038f-449b-ac09-33ddecfb8c92,ELEC-00003,Laptop B,Electronics,2000.0,3.0,10/10/2023,10/18/2023,Cash
772,e99360cd-5185-43b7-bb53-5f7e6afd86b1,bc7ab82a-f733-42d6-bdee-442cc8b8c8da,APPL-00009,Fridge,Appliances,1000.0,6.0,8/20/2020,8/27/2020,Cash
773,b2e5e844-fcf2-4fa5-afec-5a0f46d25bfc,a6d310b5-56a3-4a34-8c09-c1ca1496031e,CLOT-00005,Pants,Clothes,60.0,8.0,2/13/2021,2/17/2021,Cash
775,4aa2b237-a16b-4bf4-988b-1e499c308e91,8b975a53-7944-4093-a8a2-7a1d90f50748,CLOT-00005,Pants,Clothes,60.0,10.0,9/25/2020,9/30/2020,Credit Card
776,a479df84-c949-4b12-9f29-4d9fef12e16a,1d4aa638-2233-497b-b9cf-171e89eecd92,ELEC-00004,Tablet A,Electronics,400.0,7.0,3/23/2021,3/25/2021,Credit Card
781,b4a142ce-8e2c-468f-b8f5-9090a69fac49,5765204b-8a67-482e-89cf-bb286619e7a2,INST-00003,Bass,Instruments,600.0,10.0,5/24/2020,6/2/2020,Credit Card
783,19a2022f-ef08-4b5d-804f-360cbb12f16f,338eb0b7-af94-41b9-98ee-e6b680727eed,APPL-00003,Wardrobe,Appliances,500.0,10.0,12/18/2020,12/20/2020,Cash
784,a499504f-687a-4f88-aeda-bf3c401ca168,ac04d16c-dc58-4197-a45d-85b16be5dc46,INST-00005,Piano,Instruments,5000.0,9.0,12/29/2021,1/6/2022,Cash
787,83fb7cd7-f0b4-4067-88b6-2c9405eee922,bc065d8e-f78b-48b6-b3c6-15eb9f9e1a62,APPL-00009,Fridge,Appliances,1000.0,5.0,3/11/2020,3/20/2020,Unknown
788,a3c1ae33-0e90-4533-a80f-2abd87cba7ba,005f978f-4f73-43eb-a8c5-0bff2cce93b9,APPL-00002,Table,Appliances,200.0,6.0,3/29/2023,4/3/2023,Cash
789,478857dc-085f-4ea2-8835-540e9701772c,4de1a022-8ec3-4414-b1e4-de846a55c67c,APPL-00003,Wardrobe,Appliances,500.0,9.0,12/25/2021,1/2/2022,Cash
790,e1bffa62-f3f9-4be5-a3df-1e80810ced85,2481a81a-f047-4e19-8637-76fe473507f2,INST-00002,Drum,Instruments,1000.0,5.0,4/30/2023,5/9/2023,Cash
791,98d68bee-1738-40d1-9ccc-d028790b7470,7f1ab06d-9caf-443a-8e1a-66bbbab4e36f,APPL-00007,Bench,Appliances,150.0,10.0,3/5/2020,3/8/2020,PayPal
792,9242fa48-1385-4537-a5bb-807d5be773c1,4de1a022-8ec3-4414-b1e4-de846a55c67c,APPL-00002,Table,Appliances,200.0,9.0,6/11/2021,6/11/2021,PayPal
793,6fbccdd7-f5e9-4b79-9483-37df49a65eb0,70274c7a-2055-4af3-b29c-979585a810f6,ELEC-00001,Phone X,Electronics,800.0,10.0,11/13/2020,11/15/2020,Cash
799,57b3fba4-baae-4076-8f2e-8ddd9743df3e,41fb5b0d-ecda-4689-baff-c515351d18a7,INST-00004,Flute,Instruments,100.0,10.0,2/18/2020,2/23/2020,Credit Card
800,7e118405-3374-4966-ae41-cc211a7fa025,537e0fef-726e-4d24-949b-9cae4960f1cf,APPL-00009,Fridge,Appliances,1000.0,4.0,11/3/2020,11/4/2020,Cash
802,bea05ab5-8de6-47f9-9c21-dbe98ea23846,4de1a022-8ec3-4414-b1e4-de846a55c67c,ELEC-00003,Laptop B,Electronics,2000.0,4.0,8/24/2023,8/30/2023,PayPal
804,d945286a-87b9-43b5-970b-a49259a0a710,4de1a022-8ec3-4414-b1e4-de846a55c67c,CLOT-00002,Skirt,Clothes,50.0,1.0,11/1/2022,11/9/2022,Unknown
805,dabf9de7-212c-4071-ace3-96142baf2aad,775bc6a7-225f-4b34-bc6c-06d73106b528,CLOT-00002,Skirt,Clothes,50.0,10.0,8/2/2023,8/9/2023,PayPal
807,bb55d095-0a33-46c7-ba29-dc490e627979,4de1a022-8ec3-4414-b1e4-de846a55c67c,CLOT-00001,Jacket,Clothes,100.0,9.0,8/21/2020,8/23/2020,PayPal
808,8ddf93eb-ce22-4ed4-b328-191c35a9453a,043d32b9-b2ba-4cfc-9e32-e7b5c26d0ca3,CLOT-00003,Shirt,Clothes,30.0,5.0,8/7/2021,8/11/2021,Unknown
809,7711592c-3539-4b96-9aa4-483c6e548af6,ab3f73c5-a5c4-41f5-b473-49f41bada965,CLOT-00003,Shirt,Clothes,30.0,9.0,6/19/2021,6/27/2021,Cash
810,d164121e-4530-4da2-9140-4de4d829e137,5b8ae744-15ff-4135-aab8-d97ba3881db7,INST-00005,Piano,Instruments,5000.0,4.0,3/21/2021,3/26/2021,Credit Card
811,e510be5b-e488-4f78-aeb4-b070c6bbfbdf,73dc9441-88e8-47a4-80df-71780a680e2b,INST-00005,Piano,Instruments,5000.0,5.0,11/24/2023,11/24/2023,Cash
813,4f617f60-0741-479a-9326-a8e1e4a3de8a,dade0553-c943-4db4-acaa-e65dbb0f7389,ELEC-00002,Laptop A,Electronics,1000.0,3.0,11/16/2021,11/16/2021,Credit Card
815,a9599974-b85e-430c-a76c-db943ac07d88,a154cb90-5852-4065-8302-eecb281c045a,INST-00003,Bass,Instruments,600.0,2.0,6/17/2021,6/21/2021,PayPal
816,ad4eddc1-ff11-43aa-b333-9de1f288bfeb,4e2dd247-7436-41c5-af9e-ba0d8d47aeb0,CLOT-00005,Pants,Clothes,60.0,5.0,9/25/2023,10/2/2023,PayPal
819,cbc20317-1044-4c57-ad11-cf9ff8e2db2b,fa6e408c-5e1b-4480-80b2-7bf8da3102b2,APPL-00004,Shelves,Appliances,100.0,2.0,12/11/2022,12/16/2022,PayPal
822,65fddb50-f423-4545-8b6a-9db0522c0221,4de1a022-8ec3-4414-b1e4-de846a55c67c,APPL-00010,AC,Appliances,800.0,2.0,12/7/2021,12/7/2021,PayPal
823,d5c98487-b66b-41a6-8470-bb1ef45da6b3,92a8a6fb-c831-46df-b9d0-52db9477d280,APPL-00006,Stool,Appliances,30.0,7.0,4/28/2023,4/28/2023,PayPal
824,f5dc4cca-e6bc-4d91-b55b-50a7265ec38b,a4e7b0d7-4c8d-4f3a-bed3-b962604e8cd3,CLOT-00002,Skirt,Clothes,50.0,9.0,5/23/2021,5/25/2021,Cash
825,214c5028-82d1-438c-820b-2533d45d6fed,1cd1f598-fc98-4516-aba4-0ca909f33bbc,CLOT-00001,Jacket,Clothes,100.0,9.0,12/24/2020,12/24/2020,Cash
826,4c076fa4-5c0d-4597-a848-ce2339be5914,165f744a-3fe6-4cb9-8b09-a4c558f7742f,ELEC-00003,Laptop B,Electronics,2000.0,1.0,5/17/2023,5/24/2023,Cash
827,bdb56688-79b7-491f-8425-3a9d0d12009a,d47d1e9f-3138-4dd0-886b-12cb356cca9b,APPL-00001,Chair,Appliances,50.0,9.0,3/30/2023,4/2/2023,Credit Card
829,a1369dc7-cab8-420f-9bd1-d5b24148e615,bc6d6ea9-7834-474d-b084-62e052caa74a,CLOT-00003,Shirt,Clothes,30.0,9.0,1/22/2022,1/30/2022,PayPal
830,c9092fbd-a0cb-43a3-9683-e7c98abb57d5,b5987e63-53a9-4e57-8a62-01214a5503ad,CLOT-00002,Skirt,Clothes,50.0,6.0,9/28/2022,9/30/2022,Credit Card
832,39506dcc-8842-43b5-8601-9e91bca58935,1a992df0-e94f-48c0-8430-5c44389c9bd3,ELEC-00005,Tablet B,Electronics,800.0,1.0,10/22/2022,10/26/2022,Unknown
835,78188996-747b-425b-b2c4-6b4be885101b,fed0dd7e-abfe-402e-8065-e36b30311084,APPL-00003,Wardrobe,Appliances,500.0,10.0,4/13/2021,4/14/2021,PayPal
837,14e6cb92-58e0-43b6-9a71-303065c0518b,de1894cb-ceff-4e4a-9c1c-9b63f1bfa06f,ELEC-00003,Laptop B,Electronics,2000.0,9.0,10/9/2021,10/17/2021,Credit Card
841,3c5491c4-7a5b-4b0d-ad46-0165e90cce8c,ea44abe1-48d8-4120-8041-3f853000c86d,APPL-00011,Microwave,Appliances,200.0,10.0,5/17/2020,5/21/2020,Cash
843,7d15f6fa-177f-4390-bb24-923ce14fa885,e141b989-034e-46dd-98e1-1b1b50528f95,APPL-00003,Wardrobe,Appliances,500.0,3.0,9/13/2023,9/18/2023,Cash
844,ce8b66d7-0195-4152-8b1c-6493e9dc7dee,ea44abe1-48d8-4120-8041-3f853000c86d,APPL-00006,Stool,Appliances,30.0,1.0,2/3/2022,2/8/2022,Cash
847,fba03ecb-7592-4c8d-92d2-59d239c7f563,32aa2528-93ec-4fe6-91df-c7f71a2cf0a9,INST-00001,Guitar,Instruments,500.0,5.0,9/30/2020,10/3/2020,Cash
848,b5b3f7a2-f9d2-4cc3-b375-433f7dbad4e0,e48ac842-3ef3-460b-bd25-ac284cfd5f37,APPL-00004,Shelves,Appliances,100.0,7.0,11/18/2022,11/24/2022,PayPal
849,644819fb-6e8c-4c90-8268-93eb98b42a53,70a069d7-10f3-4b7e-9456-7bcec0e90e5e,APPL-00005,Rack,Appliances,50.0,8.0,7/23/2022,7/29/2022,Cash
850,55bb4046-9c56-42d8-b8a0-4d566bfec35a,5163aae9-299f-4772-a431-725596ec7f96,INST-00004,Flute,Instruments,100.0,4.0,9/4/2022,9/11/2022,Cash
852,c32f452d-6d6a-4bda-9c64-ee35d9fb9aee,c22221b9-0da0-4b8d-b63a-ba2fd39c403b,CLOT-00005,Pants,Clothes,60.0,9.0,11/29/2021,11/29/2021,PayPal
853,50e40519-5f0d-403f-b14e-630b65db1bac,6e147f72-ee64-4de3-9615-dd9295c8c5ea,APPL-00007,Bench,Appliances,150.0,9.0,11/13/2023,11/14/2023,Cash
854,3b1220cf-0022-497b-9bb7-467d9bcad5a0,6283bd0a-6767-4b54-8ec4-6f187ccf0249,APPL-00002,Table,Appliances,200.0,1.0,2/12/2020,2/18/2020,Credit Card
855,0aebead6-2a37-4c91-809f-d5c9136cd7c5,0fcf5365-9f78-491c-be6e-62644f5952f8,INST-00004,Flute,Instruments,100.0,5.0,5/31/2020,5/31/2020,PayPal
858,64f714fe-3a52-4fda-9c8a-5e579a8402c2,2391a323-0159-49ec-a8fd-da74de5541da,CLOT-00003,Shirt,Clothes,30.0,4.0,1/28/2021,2/1/2021,PayPal
860,addc0383-de48-4e91-9151-819bd41da248,2bad2bd6-890e-4f21-8abf-9844bf22063e,CLOT-00005,Pants,Clothes,60.0,1.0,12/3/2021,12/6/2021,Cash
861,65175430-0472-45cf-81e7-28ad6399dfcc,7eeaff1c-1629-49eb-bdc5-4ac14b611e58,APPL-00001,Chair,Appliances,50.0,7.0,3/13/2022,3/13/2022,Credit Card
865,dc7cd49f-460c-4847-be14-c26b01212330,f4f11101-11b5-439b-bc53-6256832c569b,ELEC-00004,Tablet A,Electronics,400.0,8.0,10/30/2022,10/31/2022,Unknown
866,9babfb50-ca86-4de0-9dda-1db6ef508075,a0db0fb0-1b31-4b02-b983-1d1fb421c2fd,APPL-00008,TV,Appliances,1000.0,1.0,9/15/2022,9/16/2022,Cash
868,31c6460b-7117-4a78-a21c-8c0c909d2e9c,f9e51378-31f5-422b-8414-1429d5172456,INST-00003,Bass,Instruments,600.0,10.0,3/28/2020,3/29/2020,PayPal
869,a4d3cd3a-160d-4f63-aced-2d85b975b39f,4f0f358c-6c2b-4746-b54a-516fa7861345,CLOT-00001,Jacket,Clothes,100.0,3.0,7/20/2020,7/22/2020,PayPal
870,45a5cef7-1e86-4393-862c-917b859a7583,6fab8192-6f37-49f6-9e97-acfeb17b455f,APPL-00007,Bench,Appliances,150.0,5.0,1/27/2020,2/4/2020,Cash
871,a3463026-08bd-4a6a-81c4-9068eb05e773,4feec8bd-fadf-40e5-8ad8-47b8db127c4e,ELEC-00003,Laptop B,Electronics,2000.0,6.0,7/14/2020,7/23/2020,PayPal
872,a47b436d-0421-4034-9630-0c874542d430,b704e431-30c1-4238-a8a1-33273e999f21,INST-00001,Guitar,Instruments,500.0,8.0,4/23/2021,4/25/2021,Cash
873,40098463-3b79-4d3a-ade6-d9796cb4e130,30a37d09-4dfe-4010-ae60-650f690caf95,APPL-00004,Shelves,Appliances,100.0,8.0,12/27/2021,1/3/2022,Cash
875,7daf3e3d-c711-4c8d-bb14-7ef364b4e64e,f65bf34c-26e3-4639-9cf3-38247d9e4fab,CLOT-00005,Pants,Clothes,60.0,6.0,12/12/2020,12/19/2020,Credit Card
876,07b3ce9d-50db-43f3-b3a3-db282ff3871b,915de659-9279-4276-8373-5ea10b862e23,CLOT-00003,Shirt,Clothes,30.0,3.0,3/24/2022,4/2/2022,Unknown
