,Youtuber,subscribers,video views,category,Title,uploads,Country,Abbreviation,channel_type,country_rank,channel_type_rank,video_views_for_the_last_30_days,lowest_monthly_earnings,highest_monthly_earnings,lowest_yearly_earnings,highest_yearly_earnings,subscribers_for_last_30_days,created_year,created_month,created_date,Gross tertiary education enrollment (%),Population,Unemployment rate,Urban_population,Latitude,Longitude,subs_rank,channel_views_rank
339,invictor,21500000,8409641722,Gaming,INVICTOR,17,Chile,CL,People,2889,7518,49,0.01,0.2,0.15,2,4,2016,Jul,26,88.5,18952038,7.09,16610135,-35.675147,-71.542969,461,461
340,YOLO,21400000,1573058816,Comedy,YOLO,0,Germany,DE,Unknown,3810,Unknown,0,0,0,0,0,5,2013,Jun,11,70.2,83132799,3.04,64324835,51.165691,10.451526,945,945
341,Sidhu Moose Wala,21400000,6264261757,Music,Sidhu Moose Wala,114,India,IN,Music,67,89,160690000,40200,642800,482100,7700000,500000,2017,Oct,30,28.1,1366417754,5.36,471031528,20.593684,78.96288,601,601
342,The Royalty Family,21300000,6269945014,People & Blogs,The Royalty Family,733,United States,US,People,98,15,160227000,40100,640900,480700,7700000,200000,2017,Apr,13,88.2,328239523,14.7,270663028,37.09024,-95.712891,600,600
343,Becky G,21300000,10644857969,Music,Becky G,78,United States,US,Music,98,90,103171000,25800,412700,309500,5000000,100000,2011,Sep,6,88.2,328239523,14.7,270663028,37.09024,-95.712891,337,337
344,Ishaan Ali 11,21300000,12761253839,People & Blogs,Ishaan Ali 11,951,India,IN,People,68,16,729409000,182400,2900000,2200000,35000000,1600000,2016,Jul,27,28.1,1366417754,5.36,471031528,20.593684,78.96288,276,276
345,Infinite,21300000,5141834668,Entertainment,Infinite,1608,United States,US,Entertainment,98,93,68350000,17100,273400,205100,3300000,200000,2014,Aug,21,88.2,328239523,14.7,270663028,37.09024,-95.712891,672,672
346,Azhan5star,21300000,10047736580,Entertainment,Azhan5star,669,India,IN,Entertainment,67,92,236293000,59100,945200,708900,11300000,600000,2021,Feb,2,28.1,1366417754,5.36,471031528,20.593684,78.96288,365,365
347,Dangal TV Channel,21300000,12895427184,Entertainment,Dangal TV Channel,20225,India,IN,Entertainment,67,92,561020000,140300,2200000,1700000,26900000,700000,2017,Aug,2,28.1,1366417754,5.36,471031528,20.593684,78.96288,270,270
348,Khan GS Research Centre,21200000,2073073070,Education,KHAN GS RESEARCH CENTRE,1,Unknown,Unknown,People,Unknown,7727,0,0,0,0,0,0,2017,Jan,5,Unknown,Unknown,Unknown,Unknown,No Data,No Data,912,912
349,GMA Public  Affairs,21200000,11364908616,Entertainment,GMA Public  Affairs,31989,Philippines,PH,News,4,7,142317000,35600,569300,427000,6800000,200000,2009,Aug,8,35.5,108116615,2.15,50975903,12.879721,121.774017,314,314
350,Tasty,21100000,5783557209,Howto & Style,Tasty,4728,United States,US,Howto,99,10,24691000,6200,98800,74100,1200000,0,2016,Jan,22,88.2,328239523,14.7,270663028,37.09024,-95.712891,629,629
351,Baim Paula,21100000,4526271677,People & Blogs,Baim Paula,2325,Indonesia,ID,Entertainment,8,94,26974000,6700,107900,80900,1300000,100000,2016,Jun,4,36.3,270203917,4.69,151509724,-0.789275,113.921327,721,721
352,nigahiga,21000000,4380564906,Entertainment,nigahiga,403,United States,US,Entertainment,100,95,2476000,619,9900,7400,118900,0,2006,Jul,21,88.2,328239523,14.7,270663028,37.09024,-95.712891,737,737
353,Rafa & Luiz,21000000,7762905663,Entertainment,Rafa & Luiz,2883,Brazil,BR,Entertainment,16,94,118410000,29600,473600,355200,5700000,400000,2015,Aug,26,51.3,212559417,12.08,183241641,-14.235004,-51.92528,496,496
354,Lyrical Lemonade,21000000,10631638628,Entertainment,Lyrical Lemonade,420,United States,US,Entertainment,100,95,80062000,20000,320200,240200,3800000,100000,2013,Mar,25,88.2,328239523,14.7,270663028,37.09024,-95.712891,338,338
355,Vlad and Niki IDN,21000000,9789121606,Unknown,Vlad and Niki IDN,498,United States,US,Entertainment,100,95,133362000,33300,533400,400100,6400000,300000,2018,Nov,9,88.2,328239523,14.7,270663028,37.09024,-95.712891,385,385
356,Dr. Vivek Bindra: Motivational Speaker,20900000,1693149479,Education,Dr. Vivek Bindra: Motivational Speaker,896,India,IN,Education,69,20,28588000,7100,114400,85800,1400000,100000,2013,Dec,6,28.1,1366417754,5.36,471031528,20.593684,78.96288,935,935
357,Fatos Desconhecidos,20900000,3828000587,Entertainment,Fatos Desconhecidos,6262,Brazil,BR,Entertainment,17,96,52330000,13100,209300,157000,2500000,100000,2013,Sep,26,51.3,212559417,12.08,183241641,-14.235004,-51.92528,781,781
358,Brave Wilderness,20900000,4927879069,Pets & Animals,Brave Wilderness,982,United States,US,Animals,100,2,2989000,0,0,0,0,100000,2014,Sep,8,88.2,328239523,14.7,270663028,37.09024,-95.712891,690,690
359,LIV Crime,20900000,11058049885,People & Blogs,LIV Crime,9850,United States,US,People,100,17,383700000,95900,1500000,1200000,18400000,600000,2020,Aug,18,88.2,328239523,14.7,270663028,37.09024,-95.712891,324,324
360,Minecraft - Topic,20900000,0,Unknown,Minecraft - Topic,0,Unknown,Unknown,Games,Unknown,24,0,0,0,0,0,300000,2013,Dec,20,Unknown,Unknown,Unknown,Unknown,No Data,No Data,988,988
361,Romeo Santos,20900000,17324976752,Music,RomeoSantos,6,United States,US,Music,5417,4067,99,0.02,0.4,0.3,5,0,2006,Jul,31,88.2,328239523,14.7,270663028,37.09024,-95.712891,158,158
362,Canal Canalha,20800000,1870608170,Comedy,Canal Canalha,288,Brazil,BR,Comedy,18,18,23897000,6000,95600,71700,1100000,0,2011,Apr,8,51.3,212559417,12.08,183241641,-14.235004,-51.92528,921,921
363,Kurzgesagt ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,20800000,2378448129,Education,Kurzgesagt ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,193,Germany,DE,Education,2,21,29269000,7300,117100,87800,1400000,100000,2013,Jul,9,70.2,83132799,3.04,64324835,51.165691,10.451526,885,885
364,Yoeslan,20700000,17963202261,Entertainment,Yoeslan,619,United States,US,Entertainment,101,96,874796000,218700,3500000,2600000,42000000,1000000,2020,Sep,26,88.2,328239523,14.7,270663028,37.09024,-95.712891,146,146
365,5-Minute Crafts DIY,20700000,5091618606,Howto & Style,5-Minute Crafts DIY,5062,United States,US,Howto,103,11,20012000,5000,80000,60000,960600,0,2018,Jan,18,88.2,328239523,14.7,270663028,37.09024,-95.712891,676,676
366,Zach King,20700000,5410164682,Entertainment,Zach King,6,Unknown,Unknown,Entertainment,Unknown,4664,125,0.03,0.5,0.38,6,10,2013,Jun,5,Unknown,Unknown,Unknown,Unknown,No Data,No Data,652,652
367,tuzelity SHUFFLE,20700000,8658941531,People & Blogs,tuzelity SHUFFLE,889,Russia,RU,People,3,18,552266000,138100,2200000,1700000,26500000,1600000,2015,Oct,26,81.9,144373535,4.59,107683889,61.52401,105.318756,448,448
368,NBA,20700000,12624879732,Sports,NBA,47926,United States,US,Sports,103,4,73025000,18300,292100,219100,3500000,0,2005,Nov,21,88.2,328239523,14.7,270663028,37.09024,-95.712891,280,280
369,Deddy Corbuzier,20600000,4956090094,Entertainment,deddycorbuzier,15,Indonesia,ID,Entertainment,4044,6217,85,0.02,0.34,0.26,4,1,2007,Jul,23,36.3,270203917,4.69,151509724,-0.789275,113.921327,688,688
370,Bizarrap,20600000,7657171980,Comedy,Bizarrap,83,Argentina,AR,Entertainment,8,98,193176000,48300,772700,579500,9300000,200000,2017,Jan,15,90,44938712,9.79,41339571,-38.416097,-63.616672,504,504
371,Avicii,20600000,10292874715,Music,Avicii,156,Sweden,SE,Music,1,92,81236000,20300,324900,243700,3900000,0,2009,Oct,28,67,10285453,6.48,9021165,60.128161,18.643501,355,355
372,Mnet K-POP,20500000,15038593883,Entertainment,Mnet K-POP,33229,South Korea,KR,Entertainment,7,99,158540000,39600,634200,475600,7600000,100000,2006,Mar,9,94.3,51709098,4.15,42106719,35.907757,127.766922,209,209
373,LazarBeam,20500000,8768697257,Gaming,LazarBeam,1323,Australia,AU,Games,3,25,26082000,6500,104300,78200,1300000,0,2015,Jan,4,113.1,25766605,5.27,21844756,-25.274398,133.775136,440,440
374,Ninja Kidz TV,20500000,11009148579,Entertainment,Ninja Kidz TV,296,United States,US,Entertainment,104,99,195203000,48800,780800,585600,9400000,100000,2017,Feb,9,88.2,328239523,14.7,270663028,37.09024,-95.712891,329,329
375,Totoy kids - Portuguï¿½,20400000,1796227417,Film & Animation,Totoy kids - Portuguï¿½,206,Brazil,BR,Film,19,24,39495000,9900,158000,118500,1900000,100000,2014,Dec,2,51.3,212559417,12.08,183241641,-14.235004,-51.92528,926,926
376,Jake Paul,20400000,7311322368,People & Blogs,Jake Paul,1006,United States,US,People,105,19,14646000,3700,58600,43900,703000,100000,2013,Sep,19,88.2,328239523,14.7,270663028,37.09024,-95.712891,527,527
377,Linkin Park,20400000,13397000296,Music,linkinpark,0,Afghanistan,AF,Games,1385,7136,0,0,0,0,0,12,2006,Nov,28,9.7,38041754,11.12,9797273,33.93911,67.709953,254,254
378,Vijay Television,20400000,29406206620,Entertainment,Vijay Television,51515,India,IN,Entertainment,70,100,907534000,226900,3600000,2700000,43600000,400000,2007,Feb,1,28.1,1366417754,5.36,471031528,20.593684,78.96288,43,43
379,SlivkiShow,20400000,4707412332,Entertainment,SlivkiShow,462,Ukraine,UA,Entertainment,1,100,28990000,7200,116000,87000,1400000,0,2012,Dec,11,82.7,44385155,8.88,30835699,48.379433,31.16558,704,704
380,Emiway Bantai,20400000,3579555124,Music,Emiway Bantai,239,India,IN,Music,70,94,41289000,10300,165200,123900,2000000,100000,2013,May,3,28.1,1366417754,5.36,471031528,20.593684,78.96288,802,802
381,Got Talent Global,20300000,2441288701,Entertainment,Got Talent Global,1245,United Kingdom,GB,Entertainment,15,101,86457000,21600,345800,259400,4100000,100000,2013,Jan,31,60,66834405,3.85,55908316,55.378051,-3.435973,878,878
382,ýýýýýýýýýýýýýýý - Genevieve's Playhouse,20300000,11022391339,Education,ýýýýýýýýýýýýýýý - Genevieve's Playhouse,107,Unknown,Unknown,Education,Unknown,22,71777000,17900,287100,215300,3400000,200000,2018,Jul,22,Unknown,Unknown,Unknown,Unknown,No Data,No Data,328,328
383,BabyBus - Cerita & Lagu Anak-anak,20300000,11819051552,Education,BabyBus - Cerita & Lagu Anak-anak,875,Indonesia,ID,Education,10,22,112768000,28200,451100,338300,5400000,100000,2019,Jan,14,36.3,270203917,4.69,151509724,-0.789275,113.921327,296,296
384,Ami Rodriguez,20200000,2951914200,Entertainment,Ami Rodriguez,460,Colombia,CO,Entertainment,7,103,263864000,66000,1100000,791600,12700000,1600000,2009,Jul,20,55.3,50339443,9.71,40827302,4.570868,-74.297333,842,842
385,Noor Stars,20200000,2764127969,Comedy,Noor Stars,693,United Arab Emirates,AE,Entertainment,5,102,15556000,3900,62200,46700,746700,100000,2014,Apr,24,36.8,9770529,2.35,8479744,23.424076,53.847818,855,855
386,Family GamesTV,20200000,7066711323,Entertainment,FamilyGamesTV,0,Unknown,Unknown,Games,Unknown,7492,0,0,0,0,0,0,2012,Dec,29,Unknown,Unknown,Unknown,Unknown,No Data,No Data,546,546
387,Kiddiestv Hindi - Nursery Rhymes & Kids Songs,20200000,7274150246,Education,Kiddiestv Hindi - Nursery Rhymes & Kids Songs,226,India,IN,Education,71,23,113420000,28400,453700,340300,5400000,300000,2017,May,25,28.1,1366417754,5.36,471031528,20.593684,78.96288,529,529
388,dednahype,20200000,20919403720,Comedy,dednahype,1935,Latvia,LV,Comedy,1,19,1245000000,311200,5000000,3700000,59800000,1200000,2020,Mar,20,88.1,1912789,6.52,1304943,56.879635,24.603189,109,109
389,Marta and Rustam,20200000,19694265358,Comedy,Marta and Rustam,761,United States,US,Comedy,106,20,452250000,113100,1800000,1400000,21700000,600000,2021,Jun,21,88.2,328239523,14.7,270663028,37.09024,-95.712891,124,124
390,MiawAug,20200000,6098644584,Gaming,MiawAug,3713,Indonesia,ID,Games,11,27,64489000,16100,258000,193500,3100000,200000,2014,Mar,15,36.3,270203917,4.69,151509724,-0.789275,113.921327,608,608
391,CookieSwirlC,20100000,23353115850,Entertainment,CookieSwirlC,3774,United States,US,Games,108,28,221702000,55400,886800,665100,10600000,200000,2013,Nov,3,88.2,328239523,14.7,270663028,37.09024,-95.712891,87,87
392,Skrillex,20100000,6618524158,Music,Skrillex,241,United States,US,Music,108,95,25263000,6300,101100,75800,1200000,0,2010,Apr,6,88.2,328239523,14.7,270663028,37.09024,-95.712891,575,575
393,AuthenticGames,20100000,8920141342,Gaming,AuthenticGames,4974,Brazil,BR,Games,20,28,5420000,1400,21700,16300,260200,0,2011,Oct,7,51.3,212559417,12.08,183241641,-14.235004,-51.92528,431,431
394,Robin Hood Gamer,20100000,10366850490,Entertainment,Homem Aranha player,0,Unknown,Unknown,Games,Unknown,7471,0,0,0,0,0,0,2013,Mar,16,Unknown,Unknown,Unknown,Unknown,No Data,No Data,350,350
395,Pencilmation,20100000,11317309935,Film & Animation,Pencilmation,1481,United States,US,Entertainment,109,104,14862000,3700,59400,44600,713400,100000,2007,Feb,1,88.2,328239523,14.7,270663028,37.09024,-95.712891,317,317
396,7clouds,20100000,14816075927,Music,7clouds,2384,United States,US,Music,108,95,276751000,69200,1100000,830300,13300000,300000,2013,May,25,88.2,328239523,14.7,270663028,37.09024,-95.712891,214,214
397,5-Minute Crafts PLAY,20100000,6119294270,Howto & Style,5-Minute Crafts PLAY,5491,United States,US,Howto,108,12,105784000,26400,423100,317400,5100000,100000,2017,Oct,30,88.2,328239523,14.7,270663028,37.09024,-95.712891,607,607
398,Marvel Entertainment,20100000,5634695322,Entertainment,MarvelEntertainment,1,United States,US,Film,6143,4024,63,0.02,0.25,0.19,3,30,2011,May,10,88.2,328239523,14.7,270663028,37.09024,-95.712891,638,638
399,BuzzFeedVideo,20100000,17913237851,People & Blogs,BuzzFeedVideo,7737,United States,US,People,108,20,9112000,2300,36400,27300,437400,0,2011,Aug,10,88.2,328239523,14.7,270663028,37.09024,-95.712891,149,149
400,REACT,20000000,13154314376,Entertainment,REACT,4339,United States,US,Entertainment,109,104,23206000,5800,92800,69600,1100000,0,2007,Jun,4,88.2,328239523,14.7,270663028,37.09024,-95.712891,260,260
401,Vevo,20000000,559765455,Music,Vevo,1527,United States,US,Music,109,96,1331000,333,5300,4000,63900,0,2006,Apr,14,88.2,328239523,14.7,270663028,37.09024,-95.712891,975,975
402,Gordon Ramsay,20000000,3875172235,Entertainment,Gordon Ramsay,1527,United Kingdom,GB,Entertainment,16,104,39228000,9800,156900,117700,1900000,200000,2006,Apr,29,60,66834405,3.85,55908316,55.378051,-3.435973,778,778
403,Pentatonix,20000000,6033295543,Music,pentatonix,1,Canada,CA,Entertainment,4072,6742,0,0,0,0,0,0,2006,Mar,9,68.9,36991981,5.56,30628482,56.130366,-106.346771,614,614
404,Green Gold TV - Official Channel,20000000,9715291883,Film & Animation,Green Gold TV - Official Channel,1476,India,IN,Entertainment,72,104,70278000,0,0,0,0,100000,2011,Jul,1,28.1,1366417754,5.36,471031528,20.593684,78.96288,389,389
405,Gusttavo Lima Oficial,19900000,13917423958,Music,Gusttavo Lima Oficial,416,Brazil,BR,Music,21,97,214803000,53700,859200,644400,10300000,100000,2010,Nov,9,51.3,212559417,12.08,183241641,-14.235004,-51.92528,242,242
406,HaerteTest,19800000,3234880084,Science & Technology,HaerteTest,1411,Germany,DE,Tech,3,6,5650000,1400,22600,17000,271200,0,2011,Sep,6,70.2,83132799,3.04,64324835,51.165691,10.451526,824,824
407,Crafty Panda,19800000,5759442450,People & Blogs,Crafty Panda,760,United States,US,Entertainment,111,105,6137000,1500,24500,18400,294600,100000,2017,Dec,3,88.2,328239523,14.7,270663028,37.09024,-95.712891,631,631
408,SOMOY TV,19800000,12293479945,News & Politics,TIME NEWS,9930,United States,US,News,2251,1555,16229,4,65,49,779,0,2013,Nov,16,88.2,328239523,14.7,270663028,37.09024,-95.712891,290,290
409,JennaMarbles,19700000,1803249241,Comedy,JennaMarbles,250,United States,US,Comedy,112,21,3769000,942,15100,11300,180900,0,2010,Feb,16,88.2,328239523,14.7,270663028,37.09024,-95.712891,925,925
410,Troom Troom Es,19700000,7452667615,People & Blogs,Troom Troom Es,2912,Unknown,Unknown,Howto,Unknown,13,29387000,7300,117500,88200,1400000,100000,2016,Feb,5,Unknown,Unknown,Unknown,Unknown,No Data,No Data,516,516
411,Official Pink Panther,19700000,10955619815,Film & Animation,OfficialPinkPanther,1,United States,US,Games,7741,7494,0,0,0,0,0,0,2011,Oct,6,88.2,328239523,14.7,270663028,37.09024,-95.712891,331,331
412,Britain's Got Talent,19700000,11323617496,Entertainment,Britain's Got Talent,4225,United Kingdom,GB,Entertainment,17,106,54192000,13500,216800,162600,2600000,100000,2008,Apr,12,60,66834405,3.85,55908316,55.378051,-3.435973,316,316
413,SCTV,19700000,9808676159,Entertainment,SCTV,267,United Kingdom,GB,Music,3695,4668,336,0.08,1,1,16,0,2006,Mar,25,60,66834405,3.85,55908316,55.378051,-3.435973,384,384
414,AS Gaming,19600000,2851024430,Gaming,ASGaming,17,United States,US,Games,7711,7464,23,0.01,0.09,0.07,1,0,2009,Mar,5,88.2,328239523,14.7,270663028,37.09024,-95.712891,850,850
415,Sony AATH,19600000,13930021471,Shows,Sony AATH,18661,United States,US,Entertainment,112,106,274212000,68600,1100000,822600,13200000,300000,2013,Nov,13,88.2,328239523,14.7,270663028,37.09024,-95.712891,241,241
416,tabii Urdu,19600000,8779729549,Entertainment,tabii Urdu,1306,Turkey,TR,Entertainment,3,107,110806000,27700,443200,332400,5300000,100000,2020,Apr,17,23.9,83429615,13.49,63097818,38.963745,35.243322,439,439
417,DaFuq!?Boom!,19600000,7906181776,Film & Animation,DaFuq!?Boom!,214,United States,US,Entertainment,112,106,2304000000,576000,9200000,6900000,110600000,6700000,2016,Jun,6,88.2,328239523,14.7,270663028,37.09024,-95.712891,488,488
418,Clash of Clans,19600000,3961318438,Gaming,Clash of Clans,674,United States,US,Games,113,30,22292000,5600,89200,66900,1100000,0,2013,Jan,31,88.2,328239523,14.7,270663028,37.09024,-95.712891,772,772
419,RKD Studios,19500000,5234251168,Entertainment,RKD Studios,847,India,IN,Entertainment,74,108,59841000,0,0,0,0,300000,2014,Mar,14,28.1,1366417754,5.36,471031528,20.593684,78.96288,665,665
420,DLS News,19400000,2255542592,News & Politics,DLS News,4750,India,IN,News,74,8,32111000,8000,128400,96300,1500000,100000,2017,Jul,5,28.1,1366417754,5.36,471031528,20.593684,78.96288,892,892
421,JukiLop,19400000,1577859332,People & Blogs,JukiLop,85,Mexico,MX,People,14,22,2382000,595,9500,7100,114300,100000,2017,Sep,15,40.2,126014024,3.42,102626859,23.634501,-102.552784,943,943
422,etvteluguindia,19400000,23038014291,Entertainment,etvteluguindia,125974,India,IN,Entertainment,75,109,272917000,68200,1100000,818800,13100000,200000,2010,Mar,15,28.1,1366417754,5.36,471031528,20.593684,78.96288,88,88
423,FIFA,19400000,5529131886,Sports,FIFA,10728,Switzerland,CH,Sports,1,5,58863000,14700,235500,176600,2800000,100000,2006,Sep,6,59.6,8574832,4.58,6332428,46.818188,8.227512,647,647
424,Manoj  parihar,19300000,264228052,Unknown,Manoj  parihar,335,India,IN,Howto,75,14,37167000,9300,148700,111500,1800000,300000,2021,Mar,2,28.1,1366417754,5.36,471031528,20.593684,78.96288,981,981
425,Vsauce,19300000,2897907132,Science & Technology,Vsauce,462,Unknown,Unknown,Entertainment,Unknown,110,69614000,17400,278500,208800,3300000,100000,2007,Jul,30,Unknown,Unknown,Unknown,Unknown,No Data,No Data,846,846
426,Unbox Therapy,19300000,4508184467,Science & Technology,Unbox Therapy,2175,Unknown,Unknown,Tech,Unknown,7,16718000,4200,66900,50200,802500,1100000,2010,Dec,21,Unknown,Unknown,Unknown,Unknown,No Data,No Data,723,723
427,shane,19200000,4329121104,People & Blogs,shane,570,United States,US,Comedy,114,22,2730000,683,10900,8200,131100,0,2005,Sep,22,88.2,328239523,14.7,270663028,37.09024,-95.712891,743,743
428,Sonotek,19200000,7590582024,Entertainment,Sonotek,8285,India,IN,Music,77,98,28678000,7200,114700,86000,1400000,100000,2011,Jan,11,28.1,1366417754,5.36,471031528,20.593684,78.96288,509,509
429,Jimmy Kimmel Live,19100000,13124645973,Entertainment,Jimmy Kimmel Live,6526,United States,US,Comedy,115,23,17243000,4300,69000,51700,827600,0,2006,Sep,20,88.2,328239523,14.7,270663028,37.09024,-95.712891,262,262
430,TheOdd1sOut,19100000,4566120190,Comedy,TheOdd1sOut,139,United States,US,Comedy,115,23,30986000,7700,123900,93000,1500000,0,2014,Aug,30,88.2,328239523,14.7,270663028,37.09024,-95.712891,718,718
431,Goldmines Great Indian Comedy,19100000,5194942269,Film & Animation,Goldmines Great Indian Comedy,2948,Unknown,Unknown,Film,Unknown,26,65920000,16500,263700,197800,3200000,200000,2016,Aug,29,Unknown,Unknown,Unknown,Unknown,No Data,No Data,668,668
432,Lil Nas X,19100000,6339584661,Music,Lil Nas X,37,Unknown,Unknown,Music,Unknown,99,46192000,11500,184800,138600,2200000,0,2018,May,19,Unknown,Unknown,Unknown,Unknown,No Data,No Data,594,594
